"ROCode","RONo","RODate","MHCode","MHName","PCode","PName","JobTypeCode","JobTypeName","Caption","EditCentre","DoPubTel","SizeDur","TotSizeDur","GuarantedPos","Premium","StrPre","Rate","StrRate","Amt","NetAmt","Remarks","BillAmt","InvNo","PayAmt","RectNo","RcptAmt","MBAmt","RateCGST","AmtCGST","RateSGST","AmtSGST","RateIGST","AmtIGST","FinalAmt","HSNCode"
$2093.00,$4148.00,9-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$136.00,"DAMYAA (P.J.) FOODS PVT.LTD.",$84.00,"DAMYAA SME2 25 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","BAREIILLY EDITION","11-10-2019","HEIGHT  - 8 CM. WIDTH - 15CM.","120 SQCM.","PAGE NO.  2,4,5",$0.00,"",$48.00,"PER SQCM.",$5760.00,$5328.00,"BAREILLY EDITION @ 48/-, DEAL 25 LAKH",$0.00,$0.00,$5594.00,,$0.00,$0.00,$2.50,$133.20,$2.50,$133.20,$0.00,$0.00,$5594.40,"9983"
$2094.00,$4149.00,9-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$179.00,"ACCOST INTERNATIONAL",$89.00,"ACCOST - SME 2- 2M LAKH","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD CITY","10-10-2019","HEIGHT -  12CM. WIDTH - 10CM.","120 SQCM.","PAGE NO.  2, 5",$0.00,"",$31.00,"PER SQCM.",$3720.00,$3441.00,"MORADABAD CITY@31/-, DEAL 2 LAKH",$0.00,$0.00,$3613.00,,$0.00,$0.00,$2.50,$86.03,$2.50,$86.03,$0.00,$0.00,$3613.05,"9983"
$2095.00,$4150.00,10-10-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$257.00,"GOYAL MART",$59.00,"WAVE CINEMA","GOYAL MART","WAVE CINEMA MORADABAD","25-10-2019 TO 31-10-2019  (1 WEEK)","20 SEC.","20 SEC. X 3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$4800.00,$3360.00,"ADVT MATTER IN MAIL ATTACHMENT",$0.00,$0.00,$3965.00,,$0.00,$3965.00,$0.00,$0.00,$0.00,$0.00,$18.00,$604.80,$3964.80,"998366"
$2096.00,$4151.00,10-10-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$310.00,"ULTIMATE PATH LAB",$59.00,"WAVE CINEMA","ULTIMATE PATH LAB","WAVE CINEMA MORADABAD","25-10-2019 TO 31-10-2019  (1 WEEK)","30 SEC","30 SEC, X 3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$7200.00,$5040.00,"ADVT MATTER IN MAIL ATTACHMENT.",$0.00,$0.00,$5947.00,"2350",$7403.00,$5947.00,$0.00,$0.00,$0.00,$0.00,$18.00,$907.20,$5947.20,"998366"
$2097.00,$4152.00,10-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","DEHRADUN EDITION + ALIGARH EDITION","11-10-2019","HEIGHT -9CM.  WIDTH -  16CM.","144 SQCM.","PAGE NO. 2,4",$0.00,"",$59.00,"32+27= 59/-",$8496.00,$7858.80,"DEHRADUN EDI@32/-,  ALIGARH EDI@27/-   DEAL 25 LAKH",$0.00,$0.00,$8251.00,"2341",$250000.00,$0.00,$2.50,$196.47,$2.50,$196.47,$0.00,$0.00,$8251.74,"9983"
$2098.00,$4153.00,10-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD EDITION + ALIGARH EDITION","11-10-2019","HEIGHT - 8CM. WIDTH - 14 CM.","112 SQCM.","PAGE NO 2,4,5",$0.00,"",$86.00,"45+41= 86/-",$9632.00,$8909.60,"MORADABAD EDI@45/-, ALIGARH EDI@41/- DEAL 7 ALKH",$0.00,$0.00,$9355.00,,$0.00,$0.00,$2.50,$222.74,$2.50,$222.74,$0.00,$0.00,$9355.08,"9983"
$2099.00,$4154.00,10-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$164.00,"JAY LUXMI SOAP WORKS",$83.00,"JAI LUXMI = SME 2- 7 LAC","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD UPCOUNTRY + DEHAT","11-10-2019","HEIGHT - 20CM. WIDTH - 12CM.","240 SQCM.","PAGE NO. 2,4",$0.00,"",$22.00,"PER SQCM.",$5280.00,$4884.00,"MORADABAD UPCOUNTRY + DEHAT@22/-, DEAL 7 LAKH",$0.00,$0.00,$5128.00,,$0.00,$0.00,$2.50,$122.10,$2.50,$122.10,$0.00,$0.00,$5128.20,"9983"
$2100.00,$4155.00,10-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$142.00,"SHRI DHANWANTRI PHARMACY, CHANDAUSI",$86.00,"S DHANWANTRI SME 2 - 5 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","HISSAR  + ROHATAK EDITION, PANIPAT EDITON","11-10-2019","HEIGHT - 7CM. WIDTH- 33CM.","231 SQCM ( SUNDRI SUDAH )","PAGE NO. 2,4,5",$0.00,"",$80.00,"40+40=80/-",$18480.00,$17094.00,"HISAR+ROHTAK EDI@40/-, PANIPAT EDI@40/-,  DEAL 5 LAKH ,  SME 2",$0.00,$0.00,$17948.00,,$0.00,$0.00,$2.50,$427.35,$2.50,$427.35,$0.00,$0.00,$17948.70,"9983"
$2101.00,$4156.00,10-10-2019 0:00:00,$23.00,"TIMES OF INDIA",$298.00,"IRIS THE AESTHETIC CLINIC",$95.00,"TIMES OF INDIA","IRIS THE AESTHETIC CLINIC","TIMES PLUS MOP","13-10-2019","HEIGHT - 12CM. WIDTH - 10CM.","120 SQCM.","GOOD POSITION",$0.00,"",$20.00,"PER SQCM.",$2400.00,$2040.00,"13TH INSERTION",$0.00,$0.00,$0.00,,$0.00,$0.00,$2.50,$51.00,$2.50,$51.00,$0.00,$0.00,$2142.00,"9983"
$2102.00,$4157.00,11-10-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$250.00,"PARIKSHA GURU",$0.00,"WAVE CINEMA","PARIKSHA GURU","WAVE CINEMA MORADABAD","25-10-2019 TO 31-10-2019  (1 WEEK)","10 SEC.","10 SEC. X 3 SCREEN X 1WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$2400.00,$1680.00,"USE LAST RUNNING ADVERTISEMENT FOR THIS ACTIVITY",$0.00,$0.00,$1982.00,"2369",$2550.00,$1982.00,$0.00,$0.00,$0.00,$0.00,$18.00,$302.40,$1982.40,"998366"
$2103.00,$4158.00,11-10-2019 0:00:00,$48.00,"UFO MOVIEZ INDIA LIMITED",$102.00,"MA PARVATI DOG NURSING HOME",$88.00,"UFO MOVIEZ","MA PARVATI DOG NURSINGH HOME","MOVIE TIME MIGLANI CINEMA MORADABAD","25-10-2019 TO 31-10-2019  (1 WEEK)","10 SEC,","10 SEC. X 3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$833.33,"FOR 10 SEC.",$2500.00,$1750.00,"ADVT MATTER IN MAIL ATTCHMENT.",$0.00,$0.00,$2065.00,"2345",$2650.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$315.00,$2065.00,"998366"
$2104.00,$4159.00,11-10-2019 0:00:00,$48.00,"UFO MOVIEZ INDIA LIMITED",$63.00,"CREATIVE WORLD",$88.00,"UFO MOVIEZ","CREATIVE WORLD","MOVIE TIME MIGLANI CINEMA MORADABAD","25-10-2019 TO 1-7-2019 (1 WEEK)","10 SEC.","10 SEC,. X  3 SCREEN X 2 WEEK","INTERVAL",$0.00,"",$833.33,"FOR 10 SEC",$5000.00,$3500.00,"ADVT MATTER IN MAIL ATTACHMENT",$0.00,$0.00,$4130.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$630.00,$4130.00,"9983"
$2105.00,$4160.00,11-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$179.00,"ACCOST INTERNATIONAL",$89.00,"ACCOST - SME 2- 2M LAKH","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD CITY","12-10-2019","HEIGHT = 12 CM.  WIDTH = 10 CM.","120 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$31.00,"PER SQCM.",$3720.00,$3441.00,"MORADABAD CITY@31/-, DEAL 2 LAKH",$0.00,$0.00,$3613.00,"2354",$7812.00,$0.00,$2.50,$86.03,$2.50,$86.03,$0.00,$0.00,$3613.05,"9983"
$2106.00,$4161.00,11-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","MORDABAD EDITION + BAREILLY EDITION","14-10-2019","HEIGHT - 8CM. WIDTH - 14CM.","112 SQCM.","PAGE NO. 2,4,5",$0.00,"",$109.00,"64+45=109/-",$12208.00,$11292.40,"BAREILLY EDITION@64/-, MORADABAD EDI@45/-, DEAL 7 LAKH",$0.00,$0.00,$11857.00,,$0.00,$0.00,$2.50,$282.31,$2.50,$282.31,$0.00,$0.00,$11857.02,"9983"
$2107.00,$4162.00,11-10-2019 0:00:00,$5.00,"QUBE CINEMA TECHNOLOGIES PVT. LTD.",$312.00,"INDO PACIFIC RESORTS PVT LTD",$0.00,"WAVE CINEMA","TARANGI - A UNIT OF INDO-PECIFIC RESORT PVT. LTD.","WAVE CINEMA MORADABAD","25-10-2019  TO  2-1-2020  (10 WEEK)","30 SEC,.","30 SEC. X 3 SCREEN X 10 WEEK","INTERVAL",$0.00,"",$800.00,"FOR 10 SEC.",$72000.00,$50400.00,"ADVT LINK IN MAIL",$0.00,$0.00,$59472.00,"2327",$68097.00,$59472.00,$0.00,$0.00,$0.00,$0.00,$18.00,$9072.00,$59472.00,"998366"
$2108.00,$4163.00,11-10-2019 0:00:00,$48.00,"UFO MOVIEZ INDIA LIMITED",$52.00,"CHINTU ELECTRONICS",$88.00,"UFO MOVIEZ","CHINTU ELECTORNICS","MOVIE TIME MIGLANI CINEMA MORADABAD","27-10-2019 TO  2-11-2019  (1 WEEK)","15 SECONDS","15 SEC  X  3 SCREEN X 1 WEEK","INTERVAL",$0.00,"",$833.33,"FOR 10 SEC",$3750.00,$2625.00,"ADVT MATTER IN ATTACHMENT.",$0.00,$0.00,$3097.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.00,$472.50,$3097.50,"998366"
$2109.00,$4164.00,11-10-2019 0:00:00,$2.00,"AMAR UJALA",$112.00,"PRIYANKA VENTURES",$0.00,"AMAR UJALA","PLANET HOME","MORADABAD EDITION","12-10-2019","HEIGHT - 12CM. WIDTH - 20CM.","240 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$58.10,"PER SQCM.",$15312.00,$13015.20,"IS RO KA BILL 58.10 PER SQCM SE BANYA GAYA HAI OR AU TO RO 63.80 PER SQCM SE BHEJI GAYI HAI",$0.00,$0.00,$13666.00,,$0.00,$0.00,$2.50,$325.38,$2.50,$325.38,$0.00,$0.00,$13665.96,"9983"
$2110.00,$4165.00,12-10-2019 0:00:00,$1.00,"PVR LIMITED",$63.00,"CREATIVE WORLD",$0.00,"PVR CINEMA","CREATIVE WORLD","PVR CINEMA MORADABAD","25-10-2019 TO 7-11-2019  ( 2 WEEK )","10 SEC.","10 SEC X 3 SCREEN X 2 WEEK","INTERVAL",$0.00,"",$3700.00,"1300+1300+1100=3700/-",$7400.00,$4440.00,"USE LAST RUNNIGN AD FOR THIS ACTIVITY",$0.00,$0.00,$5239.00,"2372",$16956.00,$0.00,$9.00,$399.60,$9.00,$399.60,$0.00,$0.00,$5239.20,"9983"
$2111.00,$4166.00,12-10-2019 0:00:00,$2.00,"AMAR UJALA",$313.00,"S.R. ENTERPRISES",$2.00,"RUNNING CLASSIFIED","REQUIRED","MORADABAD EDITION","13-10-2019,  15-10-2019,  20-10-2019  (2+1)","25 WORDS","25 WORD","COMPUTER OP.",$0.00,"",$957.00,"FOR 25 WORDS",$1914.00,$1626.90,"SCHEME 2+1",$0.00,$0.00,$1708.00,"2320",$2000.00,$0.00,$2.50,$40.67,$2.50,$40.67,$0.00,$0.00,$1708.24,"9983"
$2112.00,$4167.00,12-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","JALANDHAR EDI + LUDHIANA EDITION","14-10-2019","HEIGHT - 8CM. WIDTH - 15CM.","120 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$59.00,"27+32=59/-",$7080.00,$6549.00,"JALANDHAR EDITION@27/-, LUDHIANA EDITION@32/-, DEAL 25 LAKH",$0.00,$0.00,$6876.00,,$0.00,$0.00,$2.50,$163.73,$2.50,$163.73,$0.00,$0.00,$6876.45,"9983"
$2113.00,$4168.00,14-10-2019 0:00:00,$2.00,"AMAR UJALA",$258.00,"FURNITURE MALL",$0.00,"AMAR UJALA","GRACE FURNITURE","MORADABAD EDITION","16-10-2019","HEIGHT - 51CM. WIDTH - 16CM.","816 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$62.00,"PER SQCM.",$50592.00,$43003.20,"",$0.00,$0.00,$45153.00,"2325",$109793.00,$0.00,$2.50,$1075.08,$2.50,$1075.08,$0.00,$0.00,$45153.36,"9983"
$2114.00,$4169.00,14-10-2019 0:00:00,$28.00,"CANCEL",$190.00,"SHIVAM HERBAL CARE CLINIC",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,""
$2115.00,$4170.00,14-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$79.00,"GR SOLVENT -  SME 3 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","NAINITAL EDITION + ALIGARH EDITION","15-10-2019","HEIGHT - 8CM. WIDTH -  14CM.","112 SQ CM.","PAGE NO. 2,4,5",$0.00,"",$77.00,"36+41=77/- PER SQCM.",$8624.00,$7977.20,"NAINITAL EDITION@36/-, ALIGARH EDI@41/-
DEAL 7 LAKH",$0.00,$0.00,$8376.00,,$0.00,$0.00,$2.50,$199.43,$2.50,$199.43,$0.00,$0.00,$8376.06,"9983"
$2116.00,$4171.00,15-10-2019 0:00:00,$4.00,"HINDUSTAN",$109.00,"SMS DISTRIBUTORS",$10.00,"ADVERTISING IN NEWS PAPER","FAMILY BAZAAR","MORADABAD CITY + DEHAT","16-10-2019","HEIGHT - 16CM. WIDTH - 25CM.","400 SQCM","GOOD POSITION",$0.00,"",$21.00,"PER SQCM.",$8400.00,$7140.00,"",$0.00,$0.00,$7497.00,,$0.00,$0.00,$0.00,$0.00,$5.00,$357.00,$0.00,$0.00,$7497.00,"9983"
$2117.00,$4172.00,15-10-2019 0:00:00,$2.00,"AMAR UJALA",$90.00,"RAJEEV SINGHAL",$3.00,"DISPLAY CLASSIFIED","REQUIRED","MORADABAD EDITION","16-10-2019","4X3","12 SQCM.","SAMANAYA",$0.00,"",$232.00,"SQCM.",$2784.00,$2366.40,"",$0.00,$0.00,$2485.00,,$0.00,$0.00,$2.50,$59.16,$2.50,$59.16,$0.00,$0.00,$2484.72,"9983"
$2118.00,$4173.00,15-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","BAREILLY EDITION + MORADABAD EDITION","16-10-2019","HEIGHT -  8CM. WITH -  14CM.","112 SQCM.","PAGE NO = 2,4,5",$0.00,"",$109.00,"64+45=109/-",$12208.00,$11292.40,"BAREILLY EDITION@64/-, MORADABAD EDI@45/-, DEAL 7 LAKH",$0.00,$0.00,$11857.00,,$0.00,$0.00,$2.50,$282.31,$2.50,$282.31,$0.00,$0.00,$11857.02,"9983"
$2119.00,$4174.00,15-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","PATIYALA EDI + CHANDIAGARH EDI + BHATINDA EDITION","16-10-2019","HEIGHT -= 8CM. WIDTH = 15CM.","120 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$48.00,"16+16+16=48/-",$5760.00,$5328.00,"PATIAYALA EDI@16/-  CHANDIGARH EDI@16/-, BHATINDA EDI@ 16, DEAL 25 LAKH",$0.00,$0.00,$5594.00,,$0.00,$0.00,$2.50,$133.20,$2.50,$133.20,$0.00,$0.00,$5594.40,"9983"
$2120.00,$4175.00,16-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","EDITION NAME IN REMARK (4 EDITION)","17-10-2019","HEIGHT = 10CM. WIDTH = 18CM.","180 SQCM.","PAGE NO.  2 REQUESTED",$0.00,"",$114.00,"22+48+23+21=114/-",$20520.00,$18981.00,"MORADABD EDI@22/-, BAREILLLY EDI@ 48/-, NAINITAL EDI@23/-, SILIGURI EDITION@21/-  DEAL 25 LAKH",$0.00,$0.00,$19930.00,,$0.00,$0.00,$2.50,$474.53,$2.50,$474.53,$0.00,$0.00,$19930.05,"9983"
$2121.00,$4176.00,16-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","NAINITAL EDITION + ALIGARH EDITION","18-10-2019","HEIGHT - 8CM. WIDTH = 14CM.","112 SQCM.","PAGE NO. 2,4,5",$0.00,"",$77.00,"36+41=77/-",$8624.00,$7977.20,"NAINITAL EDITION@36/-, ALIGARH EDI@41/-
DEAL 7 LAKH",$0.00,$0.00,$8376.00,,$0.00,$0.00,$2.50,$199.43,$2.50,$199.43,$0.00,$0.00,$8376.06,"9983"
$2122.00,$4177.00,16-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$164.00,"JAY LUXMI SOAP WORKS",$47.00,"JAY LAXMI - SME - 7 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","MEERUT + SAHARANPUR UPCOUNTRY","17-10-2019","HEIGHT = 20CM. WIDTH - 12CM.","240 SQCM.","REQUESTED PAGE NO. 2,4",$0.00,"",$85.00,"PER SQCM.",$20400.00,$18870.00,"MEERUT + SAHARANPUR UPCOUNTRY @85/-
DEAL 7 LAKH",$0.00,$0.00,$19813.00,,$0.00,$0.00,$2.50,$471.75,$2.50,$471.75,$0.00,$0.00,$19813.50,"9983"
$2123.00,$4178.00,16-10-2019 0:00:00,$4.00,"HINDUSTAN",$109.00,"SMS DISTRIBUTORS",$10.00,"ADVERTISING IN NEWS PAPER","FAMLY BAZAAR","MORADABAD CITY","17-10-2019","HEIGHT - 12 CM. WIDTH = 33CM.","396 SQCM.","FRONT PAGE",$0.00,"",$11000.00,"",$11000.00,$9350.00,"",$0.00,$0.00,$9817.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$467.50,$9817.50,"9983"
$2124.00,$4179.00,16-10-2019 0:00:00,$4.00,"HINDUSTAN",$109.00,"SMS DISTRIBUTORS",$10.00,"ADVERTISING IN NEWS PAPER","FAMILY BAZAAR","MORADABAD CITY + DEHAT","17-10-2019","HEIGHT-  10 CM,    WIDTH- 10  CM.","100 SQCM.","GOOD POSITION",$0.00,"",$21.00,"PER SQCM.",$2100.00,$1785.00,"",$0.00,$0.00,$1874.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$89.25,$1874.25,"9983"
$2125.00,$4180.00,16-10-2019 0:00:00,$23.00,"TIMES OF INDIA",$298.00,"IRIS THE AESTHETIC CLINIC",$95.00,"TIMES OF INDIA","IRIS THE AESTHETIC CLINIC","TIMES PLUS MOP","17-10-2019","HEIGHT - 12 CM. WIDTH -  10 CM.","120 SQCM.","GOOD POSITION",$0.00,"",$20.00,"PER SQCM.",$2400.00,$2040.00,"INSERTION 14TH",$0.00,$0.00,$2142.00,,$0.00,$0.00,$2.50,$51.00,$2.50,$51.00,$0.00,$0.00,$2142.00,"9983"
$2126.00,$4181.00,17-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","AMRITSAR EDI + PATNA EDI+ KOLKATA EDITION","18-10-2019","HEIGHT - 8CM. WIDTH - 15CM.","120 SQCM.","PAGE NO. 2 RQUESTED",$0.00,"",$191.00,"21+149+21=191/-",$22920.00,$21201.00,"AMARISAR EDI@21/-, PATNA EDI@149/-, KOLKATA EDI@21/- DEAL 25 LAKH",$0.00,$0.00,$22261.00,,$0.00,$0.00,$2.50,$530.03,$2.50,$530.03,$0.00,$0.00,$22261.05,"9983"
$2127.00,$4182.00,17-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$164.00,"JAY LUXMI SOAP WORKS",$83.00,"JAI LUXMI = SME 2- 7 LAC","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD UPCOUNTRY + DEHAT","18-10-19","HEIGHT - 20CM. WIDTH - 12CM.","240 SQCM","PAGE NO-2,4",$0.00,"",$22.00,"PER SQCM",$5280.00,$4884.00,"MORADABAD UPCOUNTRY + DEHAT@22/-, DEAL 7 LAKH",$0.00,$0.00,$5128.00,"2352",$86437.00,$0.00,$2.50,$122.10,$2.50,$122.10,$0.00,$0.00,$5128.20,"9983"
$2128.00,$4183.00,18-10-2019 0:00:00,$23.00,"TIMES OF INDIA",$298.00,"IRIS THE AESTHETIC CLINIC",$95.00,"TIMES OF INDIA","IRIS THE AESTHETIC CLINIC","TIMES PLUS MOP","20-10-2019","HEIGHT - 12 CM. WIDTH -10CM.","120 SQCM.","GOOD POSITION",$0.00,"",$20.00,"PER SQCM.",$2400.00,$2040.00,"INSERTION 15TH",$0.00,$0.00,$2142.00,,$0.00,$0.00,$2.50,$51.00,$2.50,$51.00,$0.00,$0.00,$2142.00,"9983"
$2129.00,$4184.00,18-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$142.00,"SHRI DHANWANTRI PHARMACY, CHANDAUSI",$86.00,"S DHANWANTRI SME 2 - 5 LAKH","SME GURU, BUSINESS CODE- BCDJ0484","HISSAR  + ROHATAK EDITION, PANIPAT EDITON","19-10-2019","HEIGHT =  7CM, WIDTH - 33CM.","231 SQ CM. (SWARN MARDHU)","PAGE NO. 2,5",$0.00,"",$80.00,"40+40=80/-",$18480.00,$17094.00,"HISAR+ROHTAK EDI@40/-, PANIPAT EDI@40/-,  DEAL 5 LAKH ,  SME 2",$0.00,$0.00,$17948.00,,$0.00,$0.00,$2.50,$427.35,$2.50,$427.35,$0.00,$0.00,$17948.70,"9983"
$2130.00,$4185.00,18-10-2019 0:00:00,$21.00,"MODERN OFFSET PRINTERS",$108.00,"SIRMAUR SOAP FACTORY",$22.00,"ROUND STIKERS (GOLE)","ROUND STIKER","NA","NA","2.5 X 2.5","1000 SHEETS","MIRRO COTE",$0.00,"",$6.79,"PER SHEETS",$6790.00,$6464.00,"PAPER-4167/- PRINTING-1000/-, CUTTING-1000/-, RIKSHA-300/-",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6464.00,""
$2131.00,$4186.00,18-10-2019 0:00:00,$28.00,"CANCEL",$234.00,"LOOKS SALON",$0.00,"","","","","","","",$0.00,"",$0.00,"",$0.00,$0.00,"",$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,""
$2132.00,$4187.00,18-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","DELHI CITY","19-10-2019","HEIGHT - 8CM. WIDTH - 15CM.","120 SQ CM.","PAGE NO. 2 REQUESTED",$0.00,"",$105.00,"PER SQCM.",$12600.00,$11655.00,"DELHI CITY@105/-, DEAL 25 LAKH",$0.00,$0.00,$12237.00,,$0.00,$0.00,$2.50,$291.38,$2.50,$291.38,$0.00,$0.00,$12237.75,"9983"
$2133.00,$4188.00,18-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","DEHRADUN EDITION, ALIGARH EDITION","19-10-2019","HEIGHT -9CM.  WIDTH -  16CM.","144 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$59.00,"32+27=59/-",$8496.00,$7858.80,"DELHRADUN EDI@32/-,  ALIGARH EDI@27/-   DEAL 25 LAKH",$0.00,$0.00,$8251.00,,$0.00,$0.00,$2.50,$196.47,$2.50,$196.47,$0.00,$0.00,$8251.74,"9983"
$2134.00,$4189.00,18-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$51.00,"SIRMAUR SOAP AND ALLIED PRODUCTS PVT. LTD.",$76.00,"SIRMAUR-SME2-25LC","SME GURU, BUSINESS CODE- BCDJ0484","MEERUT + SPUR EDI,  MUZAFFARPUR EDI,  DHANBAD EDITION","19-10-2019","HEIGHT - 8CM. WIDTH - 15CM.","120 SQCM.","PAGE NO. 2 REQUESTED",$0.00,"",$158.00,"116+26+16=158/-",$18960.00,$17538.00,"MEERUT+SAHARANPUR EDI@116/-, MUZAFFARPUR EDI@26, DHANBAD EDITION@16, DEAL 25 LAKH",$0.00,$0.00,$18414.00,,$0.00,$0.00,$2.50,$438.45,$2.50,$438.45,$0.00,$0.00,$18414.90,"9983"
$2135.00,$4190.00,18-10-2019 0:00:00,$3.00,"DAINIK JAGRAN",$39.00,"G. R. SOLVENTS & ALLIED INDUSTRIES LTD",$90.00,"G R SOLVENT - SME2 - 7LAKH","SME GURU, BUSINESS CODE- BCDJ0484","MORADABAD EDITION + ALIGARH EDITION","21-10-2019","HEIGHT - 8CM. WIDTH - 14CM.","112 SQCM.","PAGE NO. 2,4,5",$0.00,"",$86.00,"45+41=86/-",$9632.00,$8909.60,"MORADABAD EDI@45/-, ALIGARH EDI@41/- DEAL 7 ALKH",$0.00,$0.00,$9355.00,,$0.00,$0.00,$2.50,$222.74,$2.50,$222.74,$0.00,$0.00,$9355.08,"9983"
